Event,Fight
UFC Fight Night: Tybura vs. Spivac 2,Stephanie Bruna vs. Talita Alencar
UFC Fight Night: Sandhagen vs. Nurmagomedov,Umar Nurmagomedov vs. Cory Sandhagen
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shara Magomedov vs. Michal Oleksiejczuk
UFC Fight Night: Sandhagen vs. Nurmagomedov,Deiveson Figueiredo vs. Marlon Vera
UFC Fight Night: Sandhagen vs. Nurmagomedov,Michael Chiesa vs. Tony Ferguson
UFC Fight Night: Sandhagen vs. Nurmagomedov,Mackenzie Dern vs. Loopy Godinez
UFC Fight Night: Sandhagen vs. Nurmagomedov,Joel Alvarez vs. Elves Brenner
UFC Fight Night: Sandhagen vs. Nurmagomedov,Azamat Murzakanov vs. Alonzo Menifield
UFC Fight Night: Sandhagen vs. Nurmagomedov,Kaue Fernandes vs. Mohammad Yahya
UFC Fight Night: Sandhagen vs. Nurmagomedov,Shamil Gaziev vs. Don'Tale Mayes
UFC Fight Night: Sandhagen vs. Nurmagomedov,Guram Kutateladze vs. Jordan Vucenic
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sam Hughes vs. Viktoriia Dudakova
UFC Fight Night: Sandhagen vs. Nurmagomedov,Jai Herbert vs. Rolando Bedoya
UFC Fight Night: Sandhagen vs. Nurmagomedov,Sedriques Dumas vs. Denis Tiuliulin
UFC 304: Edwards vs. Muhammad 2,Belal Muhammad vs. Leon Edwards
UFC 304: Edwards vs. Muhammad 2,Tom Aspinall vs. Curtis Blaydes
UFC 304: Edwards vs. Muhammad 2,Paddy Pimblett vs. Bobby Green
UFC 304: Edwards vs. Muhammad 2,Gregory Rodrigues vs. Christian Duncan
UFC 304: Edwards vs. Muhammad 2,Arnold Allen vs. Giga Chikadze
UFC 304: Edwards vs. Muhammad 2,Nathaniel Wood vs. Daniel Pineda
UFC 304: Edwards vs. Muhammad 2,Bruna Brasil vs. Molly McCann
UFC 304: Edwards vs. Muhammad 2,Jake Hadley vs. Caolan Loughran
UFC 304: Edwards vs. Muhammad 2,Muhammad Mokaev vs. Manel Kape
UFC 304: Edwards vs. Muhammad 2,Oban Elliott vs. Preston Parsons
UFC 304: Edwards vs. Muhammad 2,Modestas Bukauskas vs. Marcin Prachnio
UFC 304: Edwards vs. Muhammad 2,Sam Patterson vs. Kiefer Crosbie
UFC 304: Edwards vs. Muhammad 2,Michael Parkin vs. Lukasz Brzeski
UFC 304: Edwards vs. Muhammad 2,Shauna Bannon vs. Alice Ardelean
UFC Fight Night: Lemos vs. Jandiroba,Virna Jandiroba vs. Amanda Lemos
UFC Fight Night: Lemos vs. Jandiroba,Steve Garcia vs. SeungWoo Choi
UFC Fight Night: Lemos vs. Jandiroba,Kurt Holobaugh vs. Kaynan Kruschewsky
UFC Fight Night: Lemos vs. Jandiroba,Bruno Gustavo da Silva vs. Cody Durden
UFC Fight Night: Lemos vs. Jandiroba,Dooho Choi vs. Bill Algeo
UFC Fight Night: Lemos vs. Jandiroba,Hyder Amil vs. JeongYeong Lee
UFC Fight Night: Lemos vs. Jandiroba,Cody Gibson vs. Brian Kelleher
UFC Fight Night: Lemos vs. Jandiroba,Miranda Maverick vs. Dione Barbosa
UFC Fight Night: Lemos vs. Jandiroba,Trey Ogden vs. Loik Radzhabov
UFC Fight Night: Lemos vs. Jandiroba,Luana Carolina vs. Lucie Pudilova
UFC Fight Night: Lemos vs. Jandiroba,Thomas Petersen vs. Mohammed Usman
UFC Fight Night: Namajunas vs. Cortez,Rose Namajunas vs. Tracy Cortez
UFC Fight Night: Namajunas vs. Cortez,Muslim Salikhov vs. Santiago Ponzinibbio
UFC Fight Night: Namajunas vs. Cortez,Jean Silva Lord vs. Drew Dober
UFC Fight Night: Namajunas vs. Cortez,Gabriel Bonfim vs. Ange Loosa
UFC Fight Night: Namajunas vs. Cortez,Julian Erosa vs. Christian Rodriguez
UFC Fight Night: Namajunas vs. Cortez,Abdul Razak Alhassan vs. Cody Brundage
UFC Fight Night: Namajunas vs. Cortez,Charles Johnson vs. Joshua Van
UFC Fight Night: Namajunas vs. Cortez,Jasmine Jasudavicius vs. Fatima Kline
UFC Fight Night: Namajunas vs. Cortez,Montel Jackson vs. Da'Mon Blackshear
UFC Fight Night: Namajunas vs. Cortez,Luana Santos vs. Mariya Agapova
UFC Fight Night: Namajunas vs. Cortez,Andre Petroski vs. Josh Fremd
UFC Fight Night: Namajunas vs. Cortez,Evan Elder vs. Darrius Flowers
UFC 303: Pereira vs. Prochazka 2,Alex Pereira vs. Jiri Prochazka
UFC 303: Pereira vs. Prochazka 2,Diego Lopes vs. Dan Ige
UFC 303: Pereira vs. Prochazka 2,Roman Dolidze vs. Anthony Smith
UFC 303: Pereira vs. Prochazka 2,Macy Chiasson vs. Mayra Bueno Silva
UFC 303: Pereira vs. Prochazka 2,Ian Garry vs. Michael Page
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer vs. Marc-Andre Barriault
UFC 303: Pereira vs. Prochazka 2,Andre Fili vs. Cub Swanson
UFC 303: Pereira vs. Prochazka 2,Jean Silva Lord vs. Charles Jourdain
UFC 303: Pereira vs. Prochazka 2,Payton Talbott vs. Yanis Ghemmouri
UFC 303: Pereira vs. Prochazka 2,Gillian Robertson vs. Michelle Waterson
UFC 303: Pereira vs. Prochazka 2,Martin Buday vs. Andrei Arlovski
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya vs. Carlos Hernandez
UFC 303: Pereira vs. Prochazka 2,Vinicius de Oliveira vs. Ricky Simon
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker vs. Ikram Aliskerov
UFC Fight Night: Whittaker vs. Aliskerov,Alexander Volkov vs. Sergei Pavlovich
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum vs. Daniel Rodriguez
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov vs. Antonio Trocoli
UFC Fight Night: Whittaker vs. Aliskerov,Volkan Oezdemir vs. Johnny Walker
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast vs. Jared Gordon
UFC Fight Night: Whittaker vs. Aliskerov,Felipe Lima vs. Muhammad Naimov
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov vs. Nicolas Dalby
UFC Fight Night: Whittaker vs. Aliskerov,Muin Gafurov vs. Kyung Ho Kang
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov vs. Brendson Ribeiro
UFC Fight Night: Whittaker vs. Aliskerov,Chang Ho Lee vs. Xiao Long
UFC Fight Night: Perez vs. Taira,Tatsuro Taira vs. Alex Perez
UFC Fight Night: Perez vs. Taira,Miles Johns vs. Douglas Silva de Andrade
UFC Fight Night: Perez vs. Taira,Lucas Almeida vs. Timothy Cuamba
UFC Fight Night: Perez vs. Taira,Brady Hiestand vs. Garrett Armfield
UFC Fight Night: Perez vs. Taira,Assu Almabayev vs. Jose Johnson
UFC Fight Night: Perez vs. Taira,Adam Fugitt vs. Josh Quinlan
UFC Fight Night: Perez vs. Taira,Nate Maness vs. Jimmy Flick
UFC Fight Night: Perez vs. Taira,Gabriella Fernandes vs. Carli Judice
UFC Fight Night: Perez vs. Taira,Westin Wilson vs. Jeka Saragih
UFC Fight Night: Perez vs. Taira,Melquizael Costa vs. Shayilan Nuerdanbieke
UFC Fight Night: Perez vs. Taira,Josefine Knutsson vs. Julia Polastri
UFC Fight Night: Cannonier vs. Imavov,Nassourdine Imavov vs. Jared Cannonier
UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes vs. Dustin Jacoby
UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr. vs. Ricky Turcios
UFC Fight Night: Cannonier vs. Imavov,Bruno Ferreira vs. Dustin Stoltzfus
UFC Fight Night: Cannonier vs. Imavov,Zach Reese vs. Julian Marquez
UFC Fight Night: Cannonier vs. Imavov,Punahele Soriano vs. Miguel Baeza
UFC Fight Night: Cannonier vs. Imavov,Ludovit Klein vs. Thiago Moises
UFC Fight Night: Cannonier vs. Imavov,Carlos Prates vs. Charlie Radtke
UFC Fight Night: Cannonier vs. Imavov,Brad Katona vs. Jesse Butler
UFC Fight Night: Cannonier vs. Imavov,Montana De La Rosa vs. Andrea Lee
UFC Fight Night: Cannonier vs. Imavov,Daniel Marcos vs. John Castaneda
UFC Fight Night: Cannonier vs. Imavov,Denise Gomes vs. Eduarda Moura
UFC Fight Night: Cannonier vs. Imavov,Taylor Lapilus vs. Cody Stamann
UFC Fight Night: Cannonier vs. Imavov,Puja Tomar vs. Rayanne Amanda
UFC 302: Makhachev vs. Poirier,Islam Makhachev vs. Dustin Poirier
UFC 302: Makhachev vs. Poirier,Sean Strickland vs. Paulo Costa
UFC 302: Makhachev vs. Poirier,Kevin Holland vs. Michal Oleksiejczuk
UFC 302: Makhachev vs. Poirier,Niko Price vs. Alex Morono
UFC 302: Makhachev vs. Poirier,Randy Brown vs. Elizeu Zaleski dos Santos
UFC 302: Makhachev vs. Poirier,Roman Kopylov vs. Cesar Almeida
UFC 302: Makhachev vs. Poirier,Jailton Almeida vs. Alexandr Romanov
UFC 302: Makhachev vs. Poirier,Grant Dawson vs. Joe Solecki
UFC 302: Makhachev vs. Poirier,Jake Matthews vs. Phil Rowe
UFC 302: Makhachev vs. Poirier,Bassil Hafez vs. Mickey Gall
UFC 302: Makhachev vs. Poirier,Ailin Perez vs. Joselyne Edwards
UFC 302: Makhachev vs. Poirier,Andre Lima vs. Mitch Raposo
UFC Fight Night: Barboza vs. Murphy,Lerone Murphy vs. Edson Barboza
UFC Fight Night: Barboza vs. Murphy,Khaos Williams vs. Carlston Harris
UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo vs. Ramiz Brahimaj
UFC Fight Night: Barboza vs. Murphy,Adrian Yanez vs. Vinicius Salvador
UFC Fight Night: Barboza vs. Murphy,Angela Hill vs. Luana Pinheiro
UFC Fight Night: Barboza vs. Murphy,Tom Nolan vs. Victor Martinez
UFC Fight Night: Barboza vs. Murphy,Oumar Sy vs. Tuco Tokkos
UFC Fight Night: Barboza vs. Murphy,Melissa Gatto vs. Tamires Vidal
UFC Fight Night: Barboza vs. Murphy,Abus Magomedov vs. Warlley Alves
UFC Fight Night: Barboza vs. Murphy,Ariane Carnelossi vs. Piera Rodriguez
UFC Fight Night: Barboza vs. Murphy,Alatengheili vs. Kleydson Rodrigues
UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos vs. Emily Ducote
UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis vs. Rodrigo Nascimento
UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley vs. Nursulton Ruziboev
UFC Fight Night: Lewis vs. Nascimento,Carlos Ulberg vs. Alonzo Menifield
UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira vs. Mateusz Rebecki
UFC Fight Night: Lewis vs. Nascimento,Sean Woodson vs. Alex Caceres
UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta vs. Robelis Despaigne
UFC Fight Night: Lewis vs. Nascimento,Chase Hooper vs. Viacheslav Borshchev
UFC Fight Night: Lewis vs. Nascimento,Esteban Ribovics vs. Terrance McKinney
UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci vs. Tecia Torres
UFC Fight Night: Lewis vs. Nascimento,Trey Waters vs. Billy Goff
UFC Fight Night: Lewis vs. Nascimento,Charles Johnson vs. Jake Hadley
UFC Fight Night: Lewis vs. Nascimento,Veronica Macedo vs. JJ Aldrich
UFC 301: Pantoja vs. Erceg,Alexandre Pantoja vs. Steven Erceg
UFC 301: Pantoja vs. Erceg,Jose Aldo vs. Jonathan Martinez
UFC 301: Pantoja vs. Erceg,Anthony Smith vs. Vitor Petrino
UFC 301: Pantoja vs. Erceg,Michel Pereira vs. Ihor Potieria
UFC 301: Pantoja vs. Erceg,Caio Borralho vs. Paul Craig
UFC 301: Pantoja vs. Erceg,Joanderson Brito vs. Jack Shore
UFC 301: Pantoja vs. Erceg,Iasmin Lucindo vs. Karolina Kowalkiewicz
UFC 301: Pantoja vs. Erceg,Myktybek Orolbai vs. Elves Brenner
UFC 301: Pantoja vs. Erceg,Drakkar Klose vs. Joaquim Silva
UFC 301: Pantoja vs. Erceg,Mauricio Ruffy vs. Jamie Mullarkey
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas
UFC Fight Night: Nicolau vs. Perez,Alex Perez vs. Matheus Nicolau
UFC Fight Night: Nicolau vs. Perez,Bogdan Guskov vs. Ryan Spann
UFC Fight Night: Nicolau vs. Perez,Karine Silva vs. Ariane Lipski
UFC Fight Night: Nicolau vs. Perez,Rodolfo Marques Diniz vs. Austen Lane
UFC Fight Night: Nicolau vs. Perez,David Onama vs. Jonathan Pearce
UFC Fight Night: Nicolau vs. Perez,Uros Medic vs. Tim Means
UFC Fight Night: Nicolau vs. Perez,Victor Henry vs. Rani Yahya
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado
UFC Fight Night: Nicolau vs. Perez,Ketlen Souza vs. Marnic Mann
UFC Fight Night: Nicolau vs. Perez,Chris Padilla vs. James Llontop
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Na Liang
UFC Fight Night: Nicolau vs. Perez,Maheshate vs. Gabriel Benitez
UFC 300: Pereira vs. Hill,Alex Pereira vs. Jamahal Hill
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan
UFC 300: Pereira vs. Hill,Max Holloway vs. Justin Gaethje
UFC 300: Pereira vs. Hill,Arman Tsarukyan vs. Charles Oliveira
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage
UFC 300: Pereira vs. Hill,Jiri Prochazka vs. Aleksandar Rakic
UFC 300: Pereira vs. Hill,Aljamain Sterling vs. Calvin Kattar
UFC 300: Pereira vs. Hill,Kayla Harrison vs. Holly Holm
UFC 300: Pereira vs. Hill,Diego Lopes vs. Sodiq Yusuff
UFC 300: Pereira vs. Hill,Renato Moicano vs. Jalin Turner
UFC 300: Pereira vs. Hill,Jessica Andrade vs. Marina Rodriguez
UFC 300: Pereira vs. Hill,Bobby Green vs. Jim Miller
UFC 300: Pereira vs. Hill,Deiveson Figueiredo vs. Cody Garbrandt
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen vs. Chris Curtis
UFC Fight Night: Allen vs. Curtis 2,Damon Jackson vs. Alexander Hernandez
UFC Fight Night: Allen vs. Curtis 2,Jose Mariscal vs. Morgan Charriere
UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes vs. Christos Giagos
UFC Fight Night: Allen vs. Curtis 2,Charlie Campbell vs. Trevor Peek
UFC Fight Night: Allen vs. Curtis 2,Alex Morono vs. Court McGee
UFC Fight Night: Allen vs. Curtis 2,Lukasz Brzeski vs. Valter Walker
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont vs. Germaine de Randamie
UFC Fight Night: Allen vs. Curtis 2,Victor Hugo vs. Pedro Falcao
UFC Fight Night: Allen vs. Curtis 2,Jean Matsumoto vs. Daniel Argueta
UFC Fight Night: Allen vs. Curtis 2,Cesar Almeida vs. Dylan Budka
UFC Fight Night: Allen vs. Curtis 2,Nora Cornolle vs. Melissa Dixon
UFC Fight Night: Blanchfield vs. Fiorot,Manon Fiorot vs. Erin Blanchfield
UFC Fight Night: Blanchfield vs. Fiorot,Joaquin Buckley vs. Vicente Luque
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman vs. Bruno Arruda da Silva
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev vs. Sedriques Dumas
UFC Fight Night: Blanchfield vs. Fiorot,Kyle Nelson vs. Bill Algeo
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani vs. Rhys McKee
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr vs. Jamall Emmers
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba vs. Loopy Godinez
UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce vs. Herbert Burns
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja vs. Connor Matthews
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan vs. Anton Turkalj
UFC Fight Night: Blanchfield vs. Fiorot,Jacob Malkoun vs. Andre Petroski
UFC Fight Night: Blanchfield vs. Fiorot,Caolan Loughran vs. Angel Pacheco
UFC Fight Night: Ribas vs. Namajunas,Rose Namajunas vs. Amanda Ribas
UFC Fight Night: Ribas vs. Namajunas,Karl Williams vs. Justin Tafa
UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan vs. AJ Dobson
UFC Fight Night: Ribas vs. Namajunas,Payton Talbott vs. Cameron Saaiman
UFC Fight Night: Ribas vs. Namajunas,Youssef Zalal vs. Billy Quarantillo
UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla vs. Luis Pajuelo
UFC Fight Night: Ribas vs. Namajunas,Trey Ogden vs. Kurt Holobaugh
UFC Fight Night: Ribas vs. Namajunas,Julian Erosa vs. Ricardo Ramos
UFC Fight Night: Ribas vs. Namajunas,Miles Johns vs. Cody Gibson
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens vs. Steven Nguyen
UFC Fight Night: Ribas vs. Namajunas,Dariya Zheleznykova vs. Montserrat Rendon
UFC Fight Night: Ribas vs. Namajunas,Andre Lima vs. Igor Da Silva
UFC Fight Night: Ribas vs. Namajunas,Michael Parkin vs. Mohammed Usman
UFC Fight Night: Tuivasa vs. Tybura,Marcin Tybura vs. Tai Tuivasa
UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle vs. Ange Loosa
UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux vs. Kennedy Nzechukwu
UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez vs. Isaac Dulgarian
UFC Fight Night: Tuivasa vs. Tybura,Macy Chiasson vs. Pannie Kianzad
UFC Fight Night: Tuivasa vs. Tybura,Gerald Meerschaert vs. Bryan Barberena
UFC Fight Night: Tuivasa vs. Tybura,Mike Davis vs. Natan Levy
UFC Fight Night: Tuivasa vs. Tybura,Chelsea Chandler vs. Josiane Nunes
UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho vs. Ode Osbourne
UFC Fight Night: Tuivasa vs. Tybura,Danny Silva vs. Josh Culibao
UFC Fight Night: Tuivasa vs. Tybura,Jaqueline Amorim vs. Cory McKenna
UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises vs. Mitch Ramirez
UFC Fight Night: Tuivasa vs. Tybura,Chad Anheliger vs. Charalampos Grigoriou
UFC 299: O'Malley vs. Vera 2,Sean O'Malley vs. Marlon Vera
UFC 299: O'Malley vs. Vera 2,Dustin Poirier vs. Benoit Saint Denis
UFC 299: O'Malley vs. Vera 2,Michael Page vs. Kevin Holland
UFC 299: O'Malley vs. Vera 2,Jack Della Maddalena vs. Gilbert Burns
UFC 299: O'Malley vs. Vera 2,Petr Yan vs. Song Yadong
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes vs. Jailton Almeida
UFC 299: O'Malley vs. Vera 2,Maycee Barber vs. Katlyn Chookagian
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot vs. Rafael Dos Anjos
UFC 299: O'Malley vs. Vera 2,Kyler Phillips vs. Pedro Munhoz
UFC 299: O'Malley vs. Vera 2,Philipe Lins vs. Ion Cutelaba
UFC 299: O'Malley vs. Vera 2,Michel Pereira vs. Michal Oleksiejczuk
UFC 299: O'Malley vs. Vera 2,Robelis Despaigne vs. Josh Parisian
UFC 299: O'Malley vs. Vera 2,Assu Almabayev vs. CJ Vergara
UFC 299: O'Malley vs. Vera 2,Joanne Wood vs. Maryna Moroz
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik vs. Shamil Gaziev
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino vs. Tyson Pedro
UFC Fight Night: Rozenstruik vs. Gaziev,Muhammad Mokaev vs. Alex Perez
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov vs. Bekzat Almakhan
UFC Fight Night: Rozenstruik vs. Gaziev,Steven Erceg vs. Matt Schnell
UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders vs. Jamie Pickett
UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius de Oliveira vs. Benardo Sopaj
UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi vs. Javid Basharat
UFC Fight Night: Rozenstruik vs. Gaziev,Christian Duncan vs. Claudio Ribeiro
UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein vs. AJ Cunningham
UFC Fight Night: Rozenstruik vs. Gaziev,Loik Radzhabov vs. Abdul-Kareem Al-Selwady
UFC Fight Night: Moreno vs. Royval 2,Brandon Royval vs. Brandon Moreno
UFC Fight Night: Moreno vs. Royval 2,Brian Ortega vs. Yair Rodriguez
UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber vs. Francisco Prado
UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui vs. Sam Hughes
UFC Fight Night: Moreno vs. Royval 2,Manuel Torres vs. Chris Duncan
UFC Fight Night: Moreno vs. Royval 2,Raoni Barcelos vs. Christian Quinonez
UFC Fight Night: Moreno vs. Royval 2,Jesus Santos Aguilar vs. Mateus Mendonca
UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez vs. Daniel Lacerda
UFC Fight Night: Moreno vs. Royval 2,Fares Ziam vs. Claudio Puelles
UFC Fight Night: Moreno vs. Royval 2,Luis Rodriguez vs. Denys Bondar
UFC Fight Night: Moreno vs. Royval 2,Felipe dos Santos vs. Victor Altamirano
UFC Fight Night: Moreno vs. Royval 2,Muhammad Naimov vs. Erik Silva
UFC 298: Volkanovski vs. Topuria,Ilia Topuria vs. Alexander Volkanovski
UFC 298: Volkanovski vs. Topuria,Robert Whittaker vs. Paulo Costa
UFC 298: Volkanovski vs. Topuria,Ian Garry vs. Geoff Neal
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili vs. Henry Cejudo
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez vs. Roman Kopylov
UFC 298: Volkanovski vs. Topuria,Amanda Lemos vs. Mackenzie Dern
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima vs. Junior Tafa
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura vs. Carlos Vera
UFC 298: Volkanovski vs. Topuria,Zhang Minyang vs. Brendson Ribeiro
UFC 298: Volkanovski vs. Topuria,Danny Barlow vs. Josh Quinlan
UFC 298: Volkanovski vs. Topuria,Oban Elliott vs. Val Woodburn
UFC 298: Volkanovski vs. Topuria,Miranda Maverick vs. Andrea Lee
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson vs. Joe Pyfer
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige vs. Andre Fili
UFC Fight Night: Hermansson vs. Pyfer,Ihor Potieria vs. Robert Bryczek
UFC Fight Night: Hermansson vs. Pyfer,Gregory Rodrigues vs. Brad Tavares
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson vs. Darrius Flowers
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira vs. Armen Petrosyan
UFC Fight Night: Hermansson vs. Pyfer,Carlos Prates vs. Trevin Giles
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki vs. Timothy Cuamba
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee vs. Bruna Brasil
UFC Fight Night: Hermansson vs. Pyfer,Marcin Prachnio vs. Devin Clark
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin vs. Jeremiah Wells
UFC Fight Night: Hermansson vs. Pyfer,Bogdan Guskov vs. Zac Pauga
UFC Fight Night: Hermansson vs. Pyfer,Hyder Amil vs. Fernie Garcia
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos vs. Aoriqileng
UFC Fight Night: Dolidze vs. Imavov,Nassourdine Imavov vs. Roman Dolidze
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov
UFC Fight Night: Dolidze vs. Imavov,Natalia Silva vs. Viviane Araujo
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov
UFC Fight Night: Dolidze vs. Imavov,Charlie Radtke vs. Gilbert Urbina
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita
UFC Fight Night: Dolidze vs. Imavov,Charles Johnson vs. Azat Maksum
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko
UFC Fight Night: Dolidze vs. Imavov,Marquel Mederos vs. Landon Quinones
UFC Fight Night: Dolidze vs. Imavov,Jamal Pogues vs. Thomas Petersen
UFC 297: Strickland vs. Du Plessis,Dricus Du Plessis vs. Sean Strickland
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault
UFC 297: Strickland vs. Du Plessis,Movsar Evloev vs. Arnold Allen
UFC 297: Strickland vs. Du Plessis,Garrett Armfield vs. Brad Katona
UFC 297: Strickland vs. Du Plessis,Sean Woodson vs. Charles Jourdain
