EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Roger Huerta vs. Doug Evans,W/L,Lightweight Bout,KO/TKO ,2,3:30,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Back Control 
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Joe Lauzon vs. Brandon Melendez,W/L,Lightweight Bout,Submission ,2,2:09,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard 
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Cole Miller vs. Andy Wang,W/L,Lightweight Bout,KO/TKO ,1,1:10,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance 
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Gray Maynard vs. Rob Emerson,NC/NC,Lightweight Bout,Could Not Continue ,2,0:39,3 Rnd (5-5-5),Steve Mazzagatti,Double TKO
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Leonard Garcia vs. Allen Berube,W/L,Lightweight Bout,Submission ,1,4:22,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,Matt Wiman vs. Brian Geraghty,W/L,Lightweight Bout,KO/TKO ,1,2:09,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Back Control 
UFC 72: Victory,Rich Franklin vs. Yushin Okami,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Doug Crosby 28 - 29.Jeff Mullen 28 - 29.Andy Roberts 28 - 29.
UFC 72: Victory,Forrest Griffin vs. Hector Ramirez,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Jeff Mullen 27 - 30.Andy Roberts 27 - 30.Chris Watts 27 - 30.
UFC 72: Victory,Jason MacDonald vs. Rory Singer,W/L,Middleweight Bout,KO/TKO ,2,3:18,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount 
UFC 72: Victory,Tyson Griffin vs. Clay Guida,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Jeff Mullen 29 - 28.Doug Crosby 28 - 29.Andy Roberts 28 - 29.
UFC 72: Victory,Ed Herman vs. Scott Smith,W/L,Middleweight Bout,Submission ,2,2:25,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC 72: Victory,Marcus Davis vs. Jason Tan,W/L,Welterweight Bout,KO/TKO ,1,1:15,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance 
UFC 72: Victory,Eddie Sanchez vs. Colin Robinson,W/L,Heavyweight Bout,KO/TKO ,2,0:32,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount 
UFC 72: Victory,Dustin Hazelett vs. Stevie Lynch,W/L,Welterweight Bout,Submission ,1,2:50,3 Rnd (5-5-5),Yves Lavigne,Anaconda Choke After Drop to Half Guard 
UFC Fight Night: Stout vs Fisher,Spencer Fisher vs. Sam Stout,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Ross 27 - 30.Chris Lee 27 - 30.Tim Vannatta 27 - 30.
UFC Fight Night: Stout vs Fisher,Jon Fitch vs. Roan Carneiro,W/L,Welterweight Bout,Submission ,2,1:07,3 Rnd (5-5-5),Troy Waugh,Rear Naked Choke 
UFC Fight Night: Stout vs Fisher,Drew McFedries vs. Jordan Radev,W/L,Middleweight Bout,KO/TKO ,1,0:33,3 Rnd (5-5-5),Jorge Alonso,Punch to Head At Distance 
UFC Fight Night: Stout vs Fisher,Thiago Tavares vs. Jason Black,W/L,Lightweight Bout,Submission ,2,2:49,3 Rnd (5-5-5),John McCarthy,Triangle Choke From Bottom Guard 
UFC Fight Night: Stout vs Fisher,Forrest Petz vs. Luigi Fioravanti,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Troy Waugh,Hector Gomez 28 - 29.Tim Vannatta 27 - 30.Mike Ross 28 - 29.
UFC Fight Night: Stout vs Fisher,Tamdan McCrory vs. Pete Spratt,W/L,Welterweight Bout,Submission ,2,2:04,3 Rnd (5-5-5),Jorge Alonso,Triangle Choke From Bottom Guard 
UFC Fight Night: Stout vs Fisher,Gleison Tibau vs. Jeff Cox,W/L,Lightweight Bout,Submission ,1,1:52,3 Rnd (5-5-5),John McCarthy,Arm Triangle From Side Control 
UFC Fight Night: Stout vs Fisher,Anthony Johnson vs. Chad Reiner,W/L,Welterweight Bout,KO/TKO ,1,0:13,3 Rnd (5-5-5),Troy Waugh,Punches to Head At Distance 
UFC Fight Night: Stout vs Fisher,Nate Mohr vs. Luke Caudillo,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jorge Alonso,Tim Vannatta 28 - 29.Mike Ross 27 - 30.Jeff Mullen 28 - 29.
UFC 71: Liddell vs Jackson,Quinton Jackson vs. Chuck Liddell,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,1:53,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance 
UFC 71: Liddell vs Jackson,Karo Parisyan vs. Joshua Burkman,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 27 - 30.Jeff Mullen 27 - 30.Lester Griffin 28 - 29.
UFC 71: Liddell vs Jackson,Terry Martin vs. Ivan Salaverry,W/L,Middleweight Bout,KO/TKO ,1,2:04,3 Rnd (5-5-5),Mario Yamasaki,toKnee Injury
UFC 71: Liddell vs Jackson,Houston Alexander vs. Keith Jardine,W/L,Light Heavyweight Bout,KO/TKO ,1,0:48,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head At Distance 
UFC 71: Liddell vs Jackson,Kalib Starnes vs. Chris Leben,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Patricia Morse-Jarman 28 - 29.Chris Lee 27 - 30.Jeff Collins 28 - 29.
UFC 71: Liddell vs Jackson,Thiago Silva vs. James Irvin,W/L,Light Heavyweight Bout,KO/TKO ,1,1:06,3 Rnd (5-5-5),Herb Dean,toKnee Injury
UFC 71: Liddell vs Jackson,Alan Belcher vs. Sean Salmon,W/L,Light Heavyweight Bout,Submission ,1,0:53,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke After Drop to Guard 
UFC 71: Liddell vs Jackson,Din Thomas vs. Jeremy Stephens,W/L,Lightweight Bout,Submission ,2,2:44,3 Rnd (5-5-5),John McCarthy,Armbar From Bottom Guard 
UFC 71: Liddell vs Jackson,Wilson Gouveia vs. Carmelo Marrero,W/L,Light Heavyweight Bout,Submission ,1,3:06,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke From Mount 
UFC 70: Nations Collide,Gabriel Gonzaga vs. Mirko Filipovic,W/L,Heavyweight Bout,KO/TKO ,1,4:51,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance 
UFC 70: Nations Collide,Andrei Arlovski vs. Fabricio Werdum,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 27 - 30.Cecil Peoples 27 - 30.Jeff Mullen 27 - 30.
UFC 70: Nations Collide,Michael Bisping vs. Elvis Sinosic,W/L,Light Heavyweight Bout,KO/TKO ,2,1:40,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Guard 
UFC 70: Nations Collide,Lyoto Machida vs. David Heath,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 27 - 30.Andy Roberts 27 - 30.Cecil Peoples 26 - 30.
UFC 70: Nations Collide,Cheick Kongo vs. Assuerio Silva,W/L,Heavyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Chris Watts 28 - 29.Jeff Mullen 28 - 29.Doug Crosby 28 - 28.
UFC 70: Nations Collide,Terry Etim vs. Matt Grice,W/L,Lightweight Bout,Submission ,1,4:48,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke From Bottom Guard 
UFC 70: Nations Collide,Junior Assuncao vs. David Lee,W/L,Lightweight Bout,Submission ,2,1:55,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC 70: Nations Collide,Alessio Sakara vs. Victor Valimaki,W/L,Light Heavyweight Bout,KO/TKO ,1,1:44,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance 
UFC 70: Nations Collide,Jess Liaudin vs. Dennis Siver,W/L,Welterweight Bout,Submission ,1,1:21,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Bottom Guard 
UFC 70: Nations Collide,Paul Taylor vs. Edilberto de Oliveira,W/L,Welterweight Bout,KO/TKO ,3,0:37,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance 
UFC 69: Shootout,Matt Serra vs. Georges St-Pierre,W/L,UFC Welterweight Title Bout,KO/TKO ,1,3:25,5 Rnd (5-5-5-5-5),John McCarthy,Punches to Head At Distance 
UFC 69: Shootout,Josh Koscheck vs. Diego Sanchez,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Doug Crosby 27 - 30.Nelson Hamilton 27 - 30.Jeff Mullen 27 - 30.
UFC 69: Shootout,Roger Huerta vs. Leonard Garcia,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Mullen 27 - 30.Nelson Hamilton 27 - 30.Doug Crosby 27 - 30.
UFC 69: Shootout,Yushin Okami vs. Mike Swick,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Jeff Mullen 28 - 29.Nelson Hamilton 28 - 29.Doug Crosby 27 - 30.
UFC 69: Shootout,Kendall Grove vs. Alan Belcher,W/L,Middleweight Bout,Submission ,2,4:42,3 Rnd (5-5-5),John McCarthy,D'Arce Choke From Half Guard 
UFC 69: Shootout,Heath Herring vs. Brad Imes,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Doug Crosby 28 - 29.Gale Van Hoy 25 - 30.Robert Bish 27 - 30.
UFC 69: Shootout,Thales Leites vs. Pete Sell,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Robert Bish 27 - 30.Gale Van Hoy 26 - 30.Gregorio Alvarez 27 - 30.
UFC 69: Shootout,Marcus Davis vs. Pete Spratt,W/L,Welterweight Bout,Submission ,2,2:57,3 Rnd (5-5-5),Kerry Hatley,Ankle Lock After Drop to Ground 
UFC 69: Shootout,Luke Cummo vs. Josh Haynes,W/L,Welterweight Bout,KO/TKO ,2,2:45,3 Rnd (5-5-5),Kerry Hatley,Punches to Head At Distance 
UFC Fight Night: Stevenson vs Guillard,Joe Stevenson vs. Melvin Guillard,W/L,Lightweight Bout,Submission ,1,0:27,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke From Bottom Guard 
UFC Fight Night: Stevenson vs Guillard,Justin McCully vs. Antoni Hardonk,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Glenn Trowbridge 27 - 30.Adalaide Byrd 27 - 30.Lester Griffin 27 - 30.
UFC Fight Night: Stevenson vs Guillard,Kenny Florian vs. Dokonjonosuke Mishima,W/L,Lightweight Bout,Submission ,3,3:57,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
UFC Fight Night: Stevenson vs Guillard,Wilson Gouveia vs. Seth Petruzelli,W/L,Light Heavyweight Bout,Submission ,2,0:39,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke From Bottom Guard 
UFC Fight Night: Stevenson vs Guillard,Drew Fickett vs. Keita Nakamura,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Point Deducted: Illegal Elbows by NakamuraGlenn Trowbridge 27 - 29.Chris Lee 27 - 29.Lester Griffin 26 - 30.
UFC Fight Night: Stevenson vs Guillard,Kurt Pellegrino vs. Nate Mohr,W/L,Lightweight Bout,Submission ,1,2:58,3 Rnd (5-5-5),Herb Dean,Ankle Lock After Drop to Ground 
UFC Fight Night: Stevenson vs Guillard,Kuniyoshi Hironaka vs. Forrest Petz,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Glenn Trowbridge 27 - 30.Adalaide Byrd 28 - 29.Doug Crosby 27 - 30.
UFC Fight Night: Stevenson vs Guillard,Roan Carneiro vs. Rich Clementi,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Jeff Mullen 27 - 30.Chris Lee 27 - 30.Lester Griffin 27 - 30.
UFC Fight Night: Stevenson vs Guillard,Thiago Tavares vs. Naoyuki Kotani,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 27 - 30.Gene LeBell 27 - 30.Doug Crosby 27 - 30.
UFC 68: The Uprising,Randy Couture vs. Tim Sylvia,W/L,UFC Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Doug Crosby 45 - 50.Nelson Hamilton 45 - 50.Cecil Peoples 45 - 50.
UFC 68: The Uprising,Martin Kampmann vs. Drew McFedries,W/L,Middleweight Bout,Submission ,1,4:06,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side ControlTechnical Submission
UFC 68: The Uprising,Rich Franklin vs. Jason MacDonald,W/L,Middleweight Bout,KO/TKO ,2,5:00,3 Rnd (5-5-5),Herb Dean,toCorner Stoppage
UFC 68: The Uprising,Matt Hughes vs. Chris Lytle,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Matheny,27 - 30.27 - 30.27 - 30.
UFC 68: The Uprising,Jason Lambert vs. Renato Sobral,W/L,Light Heavyweight Bout,KO/TKO ,2,3:36,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
UFC 68: The Uprising,Matt Hamill vs. Rex Holman,W/L,Light Heavyweight Bout,KO/TKO ,1,4:00,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control 
UFC 68: The Uprising,Jon Fitch vs. Luigi Fioravanti,W/L,Welterweight Bout,Submission ,2,3:05,3 Rnd (5-5-5),Mark Matheny,Rear Naked Choke 
UFC 68: The Uprising,Gleison Tibau vs. Jason Dent,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 27 - 30.Cecil Peoples 27 - 30.Greg Kalikas 27 - 30.
UFC 68: The Uprising,Jamie Varner vs. Jason Gilliam,W/L,Lightweight Bout,Submission ,1,1:34,3 Rnd (5-5-5),Mark Matheny,Rear Naked Choke 
UFC 67: All or Nothing,Anderson Silva vs. Travis Lutter,W/L,Middleweight Bout,Submission ,2,2:11,3 Rnd (5-5-5),Herb Dean,Triangle Choke From Bottom Guard 
UFC 67: All or Nothing,Mirko Filipovic vs. Eddie Sanchez,W/L,Heavyweight Bout,KO/TKO ,1,4:33,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Mount 
UFC 67: All or Nothing,Roger Huerta vs. John Halverson,W/L,Lightweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Back Control 
UFC 67: All or Nothing,Quinton Jackson vs. Marvin Eastman,W/L,Light Heavyweight Bout,KO/TKO ,2,3:49,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance 
UFC 67: All or Nothing,Patrick Cote vs. Scott Smith,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks 28 - 29.Glenn Trowbridge 27 - 30.Marcos Rosales 27 - 30.
UFC 67: All or Nothing,Terry Martin vs. Jorge Rivera,W/L,Middleweight Bout,KO/TKO ,1,0:14,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC 67: All or Nothing,Frankie Edgar vs. Tyson Griffin,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Tony Weeks 28 - 29.Glenn Trowbridge 27 - 30.Dave Hagen 28 - 29.
UFC 67: All or Nothing,Lyoto Machida vs. Sam Hoger,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Marcos Rosales 27 - 30.Cecil Peoples 27 - 30.Chris Lee 27 - 30.
UFC 67: All or Nothing,Dustin Hazelett vs. Diego Saraiva,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Tony Weeks 27 - 30.Marcos Rosales 27 - 30.Dave Hagen 27 - 30.
UFC Fight Night: Evans vs Salmon,Rashad Evans vs. Sean Salmon,W/L,Light Heavyweight Bout,KO/TKO ,2,1:06,3 Rnd (5-5-5),Troy Waugh,Kick to Head At Distance 
UFC Fight Night: Evans vs Salmon,Jake O'Brien vs. Heath Herring,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Jeff Mullen 27 - 30.Tim Vannatta 28 - 29.Peter Trematerra 27 - 30.
UFC Fight Night: Evans vs Salmon,Hermes Franca vs. Spencer Fisher,W/L,Lightweight Bout,KO/TKO ,2,4:03,3 Rnd (5-5-5),Jorge Alonso,Punch to Head At Distance 
UFC Fight Night: Evans vs Salmon,Nate Marquardt vs. Dean Lister,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Chris Lee 27 - 30.Hector Gomez 25 - 30.Peter Trematerra 25 - 30.
UFC Fight Night: Evans vs Salmon,Joshua Burkman vs. Chad Reiner,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Troy Waugh,Jeff Mullen 28 - 29.Peter Trematerra 28 - 29.Tim Vannatta 27 - 30.
UFC Fight Night: Evans vs Salmon,Ed Herman vs. Chris Price,W/L,Middleweight Bout,Submission ,1,2:58,3 Rnd (5-5-5),Jorge Alonso,Armbar From Back Control 
UFC Fight Night: Evans vs Salmon,Din Thomas vs. Clay Guida,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Hector Gomez 28 - 29.Peter Trematerra 28 - 29.Jeff Mullen 28 - 29.
UFC Fight Night: Evans vs Salmon,Rich Clementi vs. Ross Pointon,W/L,Welterweight Bout,Submission ,2,4:53,3 Rnd (5-5-5),Troy Waugh,Rear Naked Choke 
UFC 66: Liddell vs Ortiz 2,Chuck Liddell vs. Tito Ortiz,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,3,3:59,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punches to Head At Distance 
UFC 66: Liddell vs Ortiz 2,Keith Jardine vs. Forrest Griffin,W/L,Light Heavyweight Bout,KO/TKO ,1,4:41,3 Rnd (5-5-5),John McCarthy,Punches to Head From Guard 
UFC 66: Liddell vs Ortiz 2,Jason MacDonald vs. Chris Leben,W/L,Middleweight Bout,Submission ,2,4:03,3 Rnd (5-5-5),Steve Mazzagatti,Guillotine Choke From Bottom GuardTechnical Submission
UFC 66: Liddell vs Ortiz 2,Andrei Arlovski vs. Marcio Cruz,W/L,Heavyweight Bout,KO/TKO ,1,3:15,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground 
UFC 66: Liddell vs Ortiz 2,Michael Bisping vs. Eric Schafer,W/L,Light Heavyweight Bout,KO/TKO ,1,4:24,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground 
UFC 66: Liddell vs Ortiz 2,Thiago Alves vs. Tony DeSouza,W/L,Welterweight Bout,KO/TKO ,2,1:10,3 Rnd (5-5-5),John McCarthy,Knee to Head At Distance 
UFC 66: Liddell vs Ortiz 2,Gabriel Gonzaga vs. Carmelo Marrero,W/L,Heavyweight Bout,Submission ,1,3:22,3 Rnd (5-5-5),Herb Dean,Armbar From Mount 
UFC 66: Liddell vs Ortiz 2,Yushin Okami vs. Rory Singer,W/L,Middleweight Bout,KO/TKO ,3,4:03,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From MountSubmission to Strikes
UFC 66: Liddell vs Ortiz 2,Christian Wellisch vs. Anthony Perosh,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Lester Griffin 28 - 29.Jeff Mullen 27 - 29.Marcos Rosales 28 - 29.
UFC Fight Night: Sanchez vs Riggs,Diego Sanchez vs. Joe Riggs,W/L,Welterweight Bout,KO/TKO ,1,1:45,3 Rnd (5-5-5),John McCarthy,Flying Knee Head 
UFC Fight Night: Sanchez vs Riggs,Josh Koscheck vs. Jeff Joslin,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Richard Bertrand 27 - 30.Cecil Peoples 27 - 30.Alejandro Rochin 27 - 30.
UFC Fight Night: Sanchez vs Riggs,Karo Parisyan vs. Drew Fickett,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Nelson Hamilton 27 - 30.Cecil Peoples 27 - 30.Alejandro Rochin 27 - 30.
UFC Fight Night: Sanchez vs Riggs,Marcus Davis vs. Shonie Carter,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Richard Bertrand 26 - 30.Alejandro Rochin 28 - 29.Nelson Hamilton 27 - 30.
UFC Fight Night: Sanchez vs Riggs,David Heath vs. Victor Valimaki,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Alejandro Rochin 28 - 29.Cecil Peoples 29 - 28.Nelson Hamilton 28 - 29.
UFC Fight Night: Sanchez vs Riggs,Alan Belcher vs. Jorge Santiago,W/L,Middleweight Bout,KO/TKO ,3,2:45,3 Rnd (5-5-5),Steve Mazzagatti,Kick to Head At Distance 
UFC Fight Night: Sanchez vs Riggs,Luigi Fioravanti vs. Dave Menne,W/L,Welterweight Bout,KO/TKO ,1,4:44,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance 
UFC Fight Night: Sanchez vs Riggs,Brock Larson vs. Keita Nakamura,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Richard Bertrand 28 - 29.Cecil Peoples 28 - 29.Alejandro Rochin 28 - 29.
UFC Fight Night: Sanchez vs Riggs,Logan Clark vs. Steve Byrnes,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Cecil Peoples 27 - 30.28 - 29.Alejandro Rochin 27 - 30.
UFC 65: Bad Intentions,Georges St-Pierre vs. Matt Hughes,W/L,UFC Welterweight Title Bout,KO/TKO ,2,1:25,5 Rnd (5-5-5-5-5),John McCarthy,Kick to Head At Distance 
UFC 65: Bad Intentions,Tim Sylvia vs. Jeff Monson,W/L,UFC Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Hector Hernandez 45 - 50.Alejandro Rochin 46 - 49.Richard Bertrand 46 - 49.
UFC 65: Bad Intentions,Drew McFedries vs. Alessio Sakara,W/L,Light Heavyweight Bout,KO/TKO ,1,4:07,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head On Ground 
UFC 65: Bad Intentions,Brandon Vera vs. Frank Mir,W/L,Heavyweight Bout,KO/TKO ,1,1:09,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head From Side Control 
UFC 65: Bad Intentions,Joe Stevenson vs. Dokonjonosuke Mishima,W/L,Lightweight Bout,Submission ,1,2:07,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke From Bottom Guard 
UFC 65: Bad Intentions,Nick Diaz vs. Gleison Tibau,W/L,Welterweight Bout,KO/TKO ,2,2:27,3 Rnd (5-5-5),Steve Mazzagatti,Punches to Head On Ground 
UFC 65: Bad Intentions,Antoni Hardonk vs. Sherman Pendergarst,W/L,Heavyweight Bout,KO/TKO ,1,3:15,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
UFC 65: Bad Intentions,James Irvin vs. Hector Ramirez,W/L,Light Heavyweight Bout,KO/TKO ,2,2:36,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance 
UFC 65: Bad Intentions,Jake O'Brien vs. Josh Shockman,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Alejandro Rochin 27 - 30.Hector Hernandez 27 - 30.Marcos Rosales 27 - 30.
The Ultimate Fighter: The Comeback Finale,Matt Serra vs. Chris Lytle,W/L,Ultimate Fighter 4 Welterweight Tournament Title Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Lester Griffin 27 - 30.Marcos Rosales 27 - 30.Glenn Trowbridge 30 - 27.
The Ultimate Fighter: The Comeback Finale,Travis Lutter vs. Patrick Cote,W/L,Ultimate Fighter 4 Middleweight Tournament Title Bout,Submission ,1,2:18,3 Rnd (5-5-5),John McCarthy,Armbar From Back Control 
The Ultimate Fighter: The Comeback Finale,Din Thomas vs. Rich Clementi,W/L,Lightweight Bout,Submission ,2,3:11,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke 
The Ultimate Fighter: The Comeback Finale,Jorge Rivera vs. Edwin DeWees,W/L,Middleweight Bout,KO/TKO ,1,2:37,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance 
The Ultimate Fighter: The Comeback Finale,Pete Spratt vs. Jeremy Jackson,W/L,Welterweight Bout,Submission ,2,1:11,3 Rnd (5-5-5),Herb Dean,InjuryNeck Injury
The Ultimate Fighter: The Comeback Finale,Scott Smith vs. Pete Sell,W/L,Middleweight Bout,KO/TKO ,2,3:25,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
The Ultimate Fighter: The Comeback Finale,Charles McCarthy vs. Gideon Ray,W/L,Middleweight Bout,Submission ,1,4:43,3 Rnd (5-5-5),Steve Mazzagatti,Armbar From Side Control 
The Ultimate Fighter: The Comeback Finale,Martin Kampmann vs. Thales Leites,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Marcos Rosales 28 - 29.Adalaide Byrd 27 - 29.Glenn Trowbridge 27 - 29.
UFC 64: Unstoppable,Anderson Silva vs. Rich Franklin,W/L,UFC Middleweight Title Bout,KO/TKO ,1,2:59,5 Rnd (5-5-5-5-5),John McCarthy,Knees to Head In Clinch 
UFC 64: Unstoppable,Sean Sherk vs. Kenny Florian,W/L,UFC Lightweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Tony Weeks 46 - 49.Jeff Mullen 46 - 49.Cecil Peoples 45 - 50.
UFC 64: Unstoppable,Jon Fitch vs. Kuniyoshi Hironaka,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Abe Belardo 25 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.
UFC 64: Unstoppable,Carmelo Marrero vs. Cheick Kongo,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Nelson Hamilton 28 - 29.Lester Griffin 28 - 29.Tony Weeks 29 - 28.
UFC 64: Unstoppable,Spencer Fisher vs. Dan Lauzon,W/L,Lightweight Bout,KO/TKO ,1,4:38,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head At Distance 
